Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
JANGAON,GHANPUR,GHANPUR,GHANPUR (TOWN),MEEDIKONDA,2,COMMERCIAL,60,56,6904,111.27
JANGAON,GHANPUR,GHANPUR,GHANPUR (TOWN),RAGHAVAPUR,2,COMMERCIAL,71,55,10635,228.24
JANGAON,JANGAON,DEVARUPPALA,LINGALA GHANPUR,MANDONIGUDEM,2,COMMERCIAL,9,8,519,14.0
JANGAON,JANGAON,DEVARUPPALA,LINGALA GHANPUR,MANIKYAPUR,2,COMMERCIAL,37,36,1352,38.86
KAMAREDDY,BANSWADA,BICHKUNDA,BICHKUNDA,BANDA RANJAL,2,COMMERCIAL,37,36,3500,42.34
KAMAREDDY,BANSWADA,BICHKUNDA,BICHKUNDA,BICHKUNDA,2,COMMERCIAL,1173,1029,95189,2091.822
KAMAREDDY,BANSWADA,BICHKUNDA,BICHKUNDA,CHINNA DHADGI,2,COMMERCIAL,5,3,104,7.0
KAMAREDDY,BANSWADA,BICHKUNDA,BICHKUNDA,DEVADA BIG,2,COMMERCIAL,17,15,4053,36.76
KAMAREDDY,BANSWADA,BICHKUNDA,BICHKUNDA,DEVADA KHURD,2,COMMERCIAL,14,13,1610,29.48
KAMAREDDY,BANSWADA,BICHKUNDA,BICHKUNDA,DOULTHAPOOR,2,COMMERCIAL,3,3,0,2.75
KAMAREDDY,BANSWADA,BICHKUNDA,BICHKUNDA,FATHLAPOOR,2,COMMERCIAL,46,30,13054,143.021
KAMAREDDY,BANSWADA,BICHKUNDA,BICHKUNDA,GOPANPALLI,2,COMMERCIAL,24,18,1235,36.967
KAMAREDDY,BANSWADA,BICHKUNDA,BICHKUNDA,GUNDEKALLUR,2,COMMERCIAL,6,5,176,5.998
KAMAREDDY,BANSWADA,BICHKUNDA,BICHKUNDA,GUNDENAMLI,2,COMMERCIAL,26,18,4505,49.655
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,KOWKONDA,2,COMMERCIAL,23,22,3457,52.49
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,MADARAM,2,COMMERCIAL,15,13,897,17.4
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,MALAKPET,2,COMMERCIAL,9,9,101,10.55
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,MALLAREDDYPALLY,2,COMMERCIAL,19,18,847,24.27
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,MLA CAMP OFFICE,2,COMMERCIAL,151,142,16223,232.986
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,NAGARAM,2,COMMERCIAL,52,44,3920,80.81
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,NEAR BUS STAND,2,COMMERCIAL,187,168,20115,300.127
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,NEAR KUNKUMESHWARA TEMPLE,2,COMMERCIAL,187,137,9808,198.743
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,OLD CHAITANYA SCHOOL,2,COMMERCIAL,7,7,103,8.66
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,OLD POSTMARTAN,2,COMMERCIAL,29,20,1172,30.74
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,PADMASHALIWADA,2,COMMERCIAL,56,54,3093,91.075
